timestamp,price_tmp,price_fir,date
1714680000,125.86,125.86,05-03:0500
1714683600,146.65,146.74,05-03:0600
1714687200,146.75,146.74,05-03:0700
1714690800,137.46,137.46,05-03:0800
1714694400,137.65,137.65,05-03:0900
1714698000,0.0,0.0,05-03:1000
1714701600,-79.06,-79.06,05-03:1100
1714705200,-79.06,-79.06,05-03:1200
1714708800,-79.06,-79.06,05-03:1300
1714712400,138.48,138.48,05-03:1400
1714716000,138.31,138.31,05-03:1500
1714719600,0.0,0.0,05-03:1600
1714723200,144.49,145.64,05-03:1700
1714726800,148.23,148.89,05-03:1800
1714730400,148.41,149.07,05-03:1900
1714734000,149.62,150.27,05-03:2000
1714737600,150.28,150.94,05-03:2100
1714741200,150.28,150.94,05-03:2200
1714744800,150.94,150.94,05-03:2300
1714748400,147.32,147.32,05-04:0000
1714752000,147.73,147.73,05-04:0100
1714755600,147.73,147.73,05-04:0200
1714759200,147.73,147.73,05-04:0300
1714762800,147.73,147.73,05-04:0400
1714766400,147.73,147.73,05-04:0500
1714770000,147.73,147.73,05-04:0600
1714773600,139.21,139.21,05-04:0700
1714777200,138.9,138.9,05-04:0800
1714780800,105.2,105.2,05-04:0900
1714784400,-79.06,-79.06,05-04:1000
1714788000,-39.53,-39.53,05-04:1100
1714791600,-79.06,-79.06,05-04:1200
1714795200,-77.94,-77.94,05-04:1300
1714798800,139.18,139.18,05-04:1400
1714802400,-0.11,-0.11,05-04:1500
1714806000,-1.12,-1.12,05-04:1600
1714809600,150.67,151.19,05-04:1700
1714813200,150.48,151.0,05-04:1800
1714816800,150.8,151.32,05-04:1900
1714820400,150.88,151.4,05-04:2000
1714824000,150.88,151.4,05-04:2100
1714827600,150.91,151.4,05-04:2200
1714831200,-0.04,-0.04,05-04:2300
1714834800,120.52,120.52,05-05:0000
1714838400,0.0,0.0,05-05:0100
1714842000,-2.0,-2.0,05-05:0200
1714845600,-79.06,-79.06,05-05:0300
1714849200,-79.06,-79.06,05-05:0400
1714852800,-79.06,-79.06,05-05:0500
1714856400,-79.06,-79.06,05-05:0600
1714860000,-0.76,-0.76,05-05:0700
1714863600,-2.0,-2.0,05-05:0800
1714867200,-79.06,-79.06,05-05:0900
1714870800,-2.0,-2.0,05-05:1000
1714874400,-2.0,-2.0,05-05:1100
1714878000,-0.16,-0.16,05-05:1200
1714881600,-79.06,-79.06,05-05:1300
1714885200,106.12,106.12,05-05:1400
1714888800,136.65,136.65,05-05:1500
1714892400,133.02,133.02,05-05:1600
1714896000,134.94,134.94,05-05:1700
1714899600,144.79,144.79,05-05:1800
1714903200,156.97,157.03,05-05:1900
1714906800,156.78,156.78,05-05:2000
1714910400,157.35,157.35,05-05:2100
1714914000,157.35,157.35,05-05:2200
1714917600,157.67,157.67,05-05:2300
1714921200,157.67,157.67,05-06:0000
1714924800,108.05,108.05,05-06:0100
1714928400,91.51,91.51,05-06:0200
1714932000,91.51,91.51,05-06:0300
1714935600,91.51,91.51,05-06:0400
1714939200,91.51,91.51,05-06:0500
1714942800,91.51,91.51,05-06:0600
1714946400,92.25,92.25,05-06:0700
1714950000,113.52,113.52,05-06:0800
1714953600,138.17,138.17,05-06:0900
1714957200,121.17,121.17,05-06:1000
1714960800,-2.0,-2.0,05-06:1100
1714964400,-51.27,-51.27,05-06:1200
1714968000,120.85,120.85,05-06:1300
1714971600,153.96,153.96,05-06:1400
1714975200,153.96,153.96,05-06:1500
1714978800,154.02,154.02,05-06:1600
1714982400,154.02,153.32,05-06:1700
1714986000,154.02,153.32,05-06:1800
1714989600,154.34,153.64,05-06:1900
1714993200,154.5,153.8,05-06:2000
1714996800,154.12,154.12,05-06:2100
1715000400,154.12,154.12,05-06:2200
1715004000,154.71,154.12,05-06:2300
1715007600,154.28,154.28,05-07:0000
1715011200,112.97,112.97,05-07:0100
1715014800,107.48,107.48,05-07:0200
1715018400,107.48,107.48,05-07:0300
1715022000,107.48,107.48,05-07:0400
1715025600,107.48,107.48,05-07:0500
1715029200,107.48,107.48,05-07:0600
1715032800,113.89,113.89,05-07:0700
1715036400,-79.06,-79.06,05-07:0800
1715040000,-2.0,-2.0,05-07:0900
1715043600,-79.06,-79.06,05-07:1000
1715047200,-79.06,-79.06,05-07:1100
1715050800,-79.06,-79.06,05-07:1200
1715054400,-79.06,-79.06,05-07:1300
1715058000,-79.06,-79.06,05-07:1400
1715061600,-79.06,-79.06,05-07:1500
1715065200,121.54,121.54,05-07:1600
1715068800,121.69,121.69,05-07:1700
1715072400,120.22,120.22,05-07:1800
1715076000,140.89,140.89,05-07:1900
1715079600,144.08,144.08,05-07:2000
1715083200,140.89,140.89,05-07:2100
1715086800,138.49,138.49,05-07:2200
1715090400,138.49,138.49,05-07:2300
1715094000,138.32,138.32,05-08:0000
1715097600,133.77,133.77,05-08:0100
1715101200,115.54,115.54,05-08:0200
1715104800,115.48,115.48,05-08:0300
1715108400,115.48,115.48,05-08:0400
1715112000,115.48,115.48,05-08:0500
1715115600,115.63,115.63,05-08:0600
1715119200,136.32,136.32,05-08:0700
1715122800,139.32,139.32,05-08:0800
1715126400,147.93,147.93,05-08:0900
1715130000,145.64,145.64,05-08:1000
1715133600,135.29,135.29,05-08:1100
1715137200,136.15,136.15,05-08:1200
1715140800,120.93,120.93,05-08:1300
1715144400,120.77,120.77,05-08:1400
1715148000,121.5,121.5,05-08:1500
1715151600,138.14,138.14,05-08:1600
1715155200,148.24,148.24,05-08:1700
1715158800,135.05,135.05,05-08:1800
1715162400,139.64,139.64,05-08:1900
1715166000,139.68,139.68,05-08:2000
1715169600,151.02,151.02,05-08:2100
1715173200,151.02,151.02,05-08:2200
1715176800,151.51,151.02,05-08:2300
1715180400,151.02,151.02,05-09:0000
1715184000,153.79,154.01,05-09:0100
1715187600,115.86,115.86,05-09:0200
1715191200,115.86,115.86,05-09:0300
1715194800,95.82,95.82,05-09:0400
1715198400,113.76,113.76,05-09:0500
1715202000,125.53,125.53,05-09:0600
1715205600,129.12,129.12,05-09:0700
1715209200,-2.0,-2.0,05-09:0800
1715212800,150.76,150.76,05-09:0900
1715216400,-79.06,-79.06,05-09:1000
1715220000,-79.06,-79.06,05-09:1100
1715223600,-79.06,-79.06,05-09:1200
1715227200,-77.94,-77.94,05-09:1300
1715230800,132.29,132.29,05-09:1400
1715234400,138.36,138.36,05-09:1500
1715238000,134.54,134.54,05-09:1600
1715241600,147.23,147.23,05-09:1700
1715245200,147.87,147.87,05-09:1800
1715248800,148.27,148.27,05-09:1900
1715252400,148.75,148.75,05-09:2000
1715256000,149.07,149.07,05-09:2100
1715259600,149.07,149.07,05-09:2200
1715263200,149.07,149.07,05-09:2300
1715266800,149.07,149.07,05-10:0000
1715270400,115.08,115.08,05-10:0100
1715274000,114.95,114.95,05-10:0200
1715277600,103.59,103.59,05-10:0300
1715281200,103.86,103.86,05-10:0400
1715284800,103.59,103.59,05-10:0500
1715288400,114.56,114.56,05-10:0600
1715292000,115.27,115.27,05-10:0700
1715295600,-77.94,-77.94,05-10:0800
1715299200,-79.06,-79.06,05-10:0900
1715302800,-79.06,-79.06,05-10:1000
1715306400,-77.94,-77.94,05-10:1100
1715310000,-79.06,-79.06,05-10:1200
1715313600,-79.06,-79.06,05-10:1300
1715317200,132.53,132.53,05-10:1400
1715320800,134.09,134.09,05-10:1500
1715324400,133.41,133.41,05-10:1600
1715328000,150.86,150.86,05-10:1700
1715331600,151.82,151.82,05-10:1800
1715335200,151.5,151.5,05-10:1900
1715338800,151.98,151.98,05-10:2000
1715342400,151.82,151.82,05-10:2100
1715346000,153.09,153.09,05-10:2200
1715349600,153.09,153.09,05-10:2300
1715353200,126.3,126.3,05-11:0000
1715356800,115.85,115.85,05-11:0100
1715360400,98.58,98.58,05-11:0200
1715364000,91.92,91.92,05-11:0300
1715367600,90.32,90.32,05-11:0400
1715371200,96.22,96.22,05-11:0500
1715374800,115.64,115.64,05-11:0600
1715378400,-0.18,-0.18,05-11:0700
1715382000,-2.0,-2.0,05-11:0800
1715385600,-0.18,-0.18,05-11:0900
1715389200,-0.18,-0.18,05-11:1000
1715392800,-2.0,-2.0,05-11:1100
1715396400,109.89,109.89,05-11:1200
1715400000,146.08,146.08,05-11:1300
1715403600,114.57,114.57,05-11:1400
1715407200,146.53,146.53,05-11:1500
1715410800,-2.0,-2.0,05-11:1600
1715414400,149.25,149.25,05-11:1700
1715418000,115.23,115.23,05-11:1800
1715421600,152.34,152.34,05-11:1900
1715425200,152.66,152.66,05-11:2000
1715428800,153.06,153.06,05-11:2100
1715432400,153.06,153.06,05-11:2200
1715436000,115.89,115.89,05-11:2300
1715439600,152.98,152.98,05-12:0000
1715443200,159.33,159.47,05-12:0100
1715446800,83.24,83.24,05-12:0200
1715450400,82.72,82.72,05-12:0300
1715454000,82.72,82.72,05-12:0400
1715457600,91.71,91.71,05-12:0500
1715461200,95.89,95.89,05-12:0600
1715464800,100.77,100.77,05-12:0700
1715468400,98.28,98.28,05-12:0800
1715472000,82.72,82.72,05-12:0900
1715475600,0.0,91.2,05-12:1000
1715479200,118.07,118.07,05-12:1100
1715482800,114.65,114.65,05-12:1200
1715486400,112.58,112.58,05-12:1300
1715490000,-79.06,-79.06,05-12:1400
1715493600,-79.06,-79.06,05-12:1500
1715497200,-79.06,-79.06,05-12:1600
1715500800,-2.0,-2.0,05-12:1700
1715504400,97.03,97.03,05-12:1800
1715508000,98.85,98.85,05-12:1900
1715511600,118.95,118.95,05-12:2000
1715515200,118.99,118.99,05-12:2100
1715518800,110.79,110.79,05-12:2200
1715522400,110.79,110.79,05-12:2300
1715526000,98.94,98.94,05-13:0000
1715529600,97.18,97.18,05-13:0100
1715533200,89.24,89.24,05-13:0200
1715536800,83.22,83.22,05-13:0300
1715540400,82.66,82.66,05-13:0400
1715544000,83.22,83.22,05-13:0500
1715547600,91.31,91.31,05-13:0600
1715551200,104.06,104.06,05-13:0700
1715554800,-0.76,-0.76,05-13:0800
1715558400,-2.0,-2.0,05-13:0900
1715562000,-0.05,-0.05,05-13:1000
1715565600,-79.06,-79.06,05-13:1100
1715569200,-79.06,-79.06,05-13:1200
1715572800,133.35,133.35,05-13:1300
1715576400,133.51,133.51,05-13:1400
1715580000,154.05,154.05,05-13:1500
1715583600,-79.06,133.51,05-13:1600
1715587200,147.35,147.36,05-13:1700
1715590800,147.36,147.36,05-13:1800
1715594400,147.98,147.98,05-13:1900
1715598000,148.34,148.31,05-13:2000
1715601600,148.9,148.87,05-13:2100
1715605200,148.87,148.87,05-13:2200
1715608800,149.0,149.0,05-13:2300
1715612400,148.87,148.87,05-14:0000
1715616000,115.08,115.08,05-14:0100
1715619600,102.53,102.53,05-14:0200
1715623200,91.52,91.52,05-14:0300
1715626800,91.52,91.52,05-14:0400
1715630400,99.62,99.62,05-14:0500
1715634000,115.36,115.36,05-14:0600
1715637600,115.08,115.08,05-14:0700
1715641200,114.71,114.71,05-14:0800
1715644800,139.03,139.03,05-14:0900
1715648400,-79.06,-79.06,05-14:1000
1715652000,154.11,154.11,05-14:1100
1715655600,-2.0,-2.0,05-14:1200
1715659200,153.44,153.44,05-14:1300
1715662800,133.45,133.45,05-14:1400
1715666400,144.28,144.28,05-14:1500
1715670000,-39.53,-39.53,05-14:1600
1715673600,0.0,0.0,05-14:1700
1715677200,154.9,154.9,05-14:1800
1715680800,154.37,154.37,05-14:1900
1715684400,155.46,155.46,05-14:2000
1715688000,156.53,156.53,05-14:2100
1715691600,157.06,157.06,05-14:2200
1715695200,154.82,157.2,05-14:2300
1715698800,116.46,116.46,05-15:0000
1715702400,110.8,110.8,05-15:0100
1715706000,105.11,105.11,05-15:0200
1715709600,93.04,93.04,05-15:0300
1715713200,91.41,91.41,05-15:0400
1715716800,105.11,105.11,05-15:0500
1715720400,105.11,105.11,05-15:0600
1715724000,93.27,93.27,05-15:0700
1715727600,85.46,85.46,05-15:0800
1715731200,-77.94,-77.94,05-15:0900
1715734800,-51.27,-51.27,05-15:1000
1715738400,-77.94,-77.94,05-15:1100
1715742000,-79.06,-79.06,05-15:1200
1715745600,-77.94,-77.94,05-15:1300
1715749200,0.0,0.0,05-15:1400
1715752800,115.76,115.76,05-15:1500
1715756400,0.0,0.0,05-15:1600
1715760000,-79.06,-79.06,05-15:1700
1715763600,0.0,0.0,05-15:1800
1715767200,-2.0,-2.0,05-15:1900
1715770800,0.0,0.0,05-15:2000
1715774400,114.27,114.27,05-15:2100
1715778000,114.27,114.27,05-15:2200
1715781600,114.27,114.27,05-15:2300
1715785200,107.3,107.3,05-16:0000
1715788800,105.05,105.05,05-16:0100
1715792400,0.0,0.0,05-16:0200
1715796000,-79.06,-79.06,05-16:0300
1715799600,-30.0,-30.0,05-16:0400
1715803200,-70.27,-70.27,05-16:0500
1715806800,-43.92,-43.92,05-16:0600
1715810400,-70.27,-70.27,05-16:0700
1715814000,-77.94,-77.94,05-16:0800
1715817600,134.65,134.65,05-16:0900
1715821200,-77.48,-77.48,05-16:1000
1715824800,-79.06,-79.06,05-16:1100
1715828400,-79.06,-79.06,05-16:1200
1715832000,-79.06,-79.06,05-16:1300
1715835600,-79.06,-79.06,05-16:1400
1715839200,-70.27,-70.27,05-16:1500
1715842800,134.88,134.88,05-16:1600
1715846400,146.21,146.21,05-16:1700
1715850000,159.48,159.48,05-16:1800
1715853600,154.53,155.13,05-16:1900
1715857200,135.81,135.81,05-16:2000
1715860800,135.57,135.57,05-16:2100
1715864400,130.03,130.03,05-16:2200
1715868000,124.65,124.65,05-16:2300
1715871600,113.6,113.6,05-17:0000
1715875200,112.5,112.5,05-17:0100
1715878800,112.02,112.02,05-17:0200
1715882400,93.45,93.45,05-17:0300
1715886000,91.77,91.77,05-17:0400
1715889600,101.71,101.71,05-17:0500
1715893200,104.68,104.68,05-17:0600
1715896800,-2.0,-2.0,05-17:0700
1715900400,114.99,114.99,05-17:0800
1715904000,139.48,139.48,05-17:0900
1715907600,-26.35,-26.35,05-17:1000
1715911200,-79.06,-79.06,05-17:1100
1715914800,-79.06,-79.06,05-17:1200
1715918400,-79.06,-79.06,05-17:1300
1715922000,-79.06,-79.06,05-17:1400
1715925600,120.3,120.3,05-17:1500
1715929200,146.73,146.73,05-17:1600
1715932800,146.73,146.73,05-17:1700
1715936400,151.96,151.66,05-17:1800
1715940000,152.15,151.85,05-17:1900
1715943600,137.22,137.22,05-17:2000
1715947200,139.23,139.23,05-17:2100
1715950800,153.59,153.53,05-17:2200
1715954400,154.38,154.38,05-17:2300
1715958000,137.22,137.22,05-18:0000
1715961600,114.99,114.99,05-18:0100
1715965200,107.81,107.81,05-18:0200
1715968800,107.81,107.81,05-18:0300
1715972400,107.81,107.81,05-18:0400
1715976000,113.72,113.72,05-18:0500
1715979600,114.48,114.48,05-18:0600
1715983200,114.48,114.48,05-18:0700
1715986800,-79.06,-79.06,05-18:0800
1715990400,-79.06,-79.06,05-18:0900
1715994000,-79.06,-79.06,05-18:1000
1715997600,-78.27,-78.27,05-18:1100
1716001200,-51.27,-51.27,05-18:1200
1716004800,0.0,0.0,05-18:1300
1716008400,114.36,114.36,05-18:1400
1716012000,142.73,142.73,05-18:1500
1716015600,142.61,142.61,05-18:1600
1716019200,114.36,114.36,05-18:1700
1716022800,158.74,158.74,05-18:1800
1716026400,159.03,159.03,05-18:1900
1716030000,137.05,137.05,05-18:2000
1716033600,142.52,142.52,05-18:2100
1716037200,130.35,130.35,05-18:2200
1716040800,114.48,114.48,05-18:2300
1716044400,114.48,114.48,05-19:0000
1716048000,109.5,109.5,05-19:0100
1716051600,92.52,92.52,05-19:0200
1716055200,92.55,92.55,05-19:0300
1716058800,92.59,92.59,05-19:0400
1716062400,92.58,92.58,05-19:0500
1716066000,92.58,92.58,05-19:0600
1716069600,94.74,94.74,05-19:0700
1716073200,-2.0,-2.0,05-19:0800
1716076800,-79.06,-79.06,05-19:0900
1716080400,-77.48,-77.48,05-19:1000
1716084000,-79.06,-79.06,05-19:1100
1716087600,-79.06,-79.06,05-19:1200
1716091200,-30.0,-30.0,05-19:1300
1716094800,113.8,113.8,05-19:1400
1716098400,113.8,113.8,05-19:1500
1716102000,113.61,113.61,05-19:1600
1716105600,110.8,110.8,05-19:1700
1716109200,158.16,158.16,05-19:1800
1716112800,158.45,158.45,05-19:1900
1716116400,140.64,140.64,05-19:2000
1716120000,138.41,138.41,05-19:2100
1716123600,159.25,159.25,05-19:2200
1716127200,114.27,114.27,05-19:2300
1716130800,105.28,105.28,05-20:0000
1716134400,92.97,92.97,05-20:0100
1716138000,89.65,89.65,05-20:0200
1716141600,89.24,89.24,05-20:0300
1716145200,89.24,89.24,05-20:0400
1716148800,92.97,92.97,05-20:0500
1716152400,92.97,92.97,05-20:0600
1716156000,96.19,96.19,05-20:0700
1716159600,113.89,113.89,05-20:0800
1716163200,120.49,120.49,05-20:0900
1716166800,-79.06,-79.06,05-20:1000
1716170400,-79.06,-79.06,05-20:1100
1716174000,119.72,119.72,05-20:1200
1716177600,139.12,139.12,05-20:1300
1716181200,141.02,141.02,05-20:1400
1716184800,145.22,145.22,05-20:1500
1716188400,147.09,147.09,05-20:1600
1716192000,156.98,157.06,05-20:1700
1716195600,156.96,157.06,05-20:1800
1716199200,157.19,157.32,05-20:1900
1716202800,151.12,151.12,05-20:2000
1716206400,143.85,143.85,05-20:2100
1716210000,152.54,152.54,05-20:2200
1716213600,127.69,127.69,05-20:2300
1716217200,114.34,114.34,05-21:0000
1716220800,114.71,114.71,05-21:0100
1716224400,114.71,114.71,05-21:0200
1716228000,99.14,99.14,05-21:0300
1716231600,91.74,91.74,05-21:0400
1716235200,95.28,95.28,05-21:0500
1716238800,102.03,102.03,05-21:0600
1716242400,114.62,114.62,05-21:0700
1716246000,113.6,113.6,05-21:0800
1716249600,140.42,140.42,05-21:0900
1716253200,-79.06,-79.06,05-21:1000
1716256800,138.79,138.79,05-21:1100
1716260400,0.0,0.0,05-21:1200
1716264000,138.82,138.82,05-21:1300
1716267600,138.81,138.81,05-21:1400
1716271200,138.82,138.82,05-21:1500
1716274800,138.82,138.82,05-21:1600
1716278400,153.23,153.6,05-21:1700
1716282000,153.11,153.29,05-21:1800
1716285600,153.54,153.79,05-21:1900
1716289200,153.98,154.24,05-21:2000
1716292800,154.4,154.65,05-21:2100
1716296400,154.46,154.72,05-21:2200
1716300000,154.62,154.88,05-21:2300
1716303600,154.62,154.88,05-22:0000
1716307200,114.62,114.62,05-22:0100
1716310800,114.71,114.71,05-22:0200
1716314400,98.97,98.97,05-22:0300
1716318000,95.11,95.11,05-22:0400
1716321600,95.11,95.11,05-22:0500
1716325200,101.86,101.86,05-22:0600
1716328800,114.46,114.46,05-22:0700
1716332400,113.6,113.6,05-22:0800
1716336000,153.64,153.15,05-22:0900
1716339600,-38.76,-38.76,05-22:1000
1716343200,-79.06,-79.06,05-22:1100
1716346800,-79.06,-79.06,05-22:1200
1716350400,151.65,151.79,05-22:1300
1716354000,151.76,151.87,05-22:1400
1716357600,142.54,142.54,05-22:1500
1716361200,137.06,137.06,05-22:1600
1716364800,153.13,153.13,05-22:1700
1716368400,141.57,141.57,05-22:1800
1716372000,141.98,141.98,05-22:1900
1716375600,149.1,149.1,05-22:2000
1716379200,154.98,154.98,05-22:2100
1716382800,154.9,154.9,05-22:2200
1716386400,155.3,155.3,05-22:2300
1716390000,155.3,155.3,05-23:0000
1716393600,114.62,114.62,05-23:0100
1716397200,110.53,110.53,05-23:0200
1716400800,101.88,101.88,05-23:0300
1716404400,94.98,94.98,05-23:0400
1716408000,94.98,94.98,05-23:0500
1716411600,101.64,101.64,05-23:0600
1716415200,101.73,101.73,05-23:0700
1716418800,114.43,114.43,05-23:0800
1716422400,113.38,113.38,05-23:0900
1716426000,137.55,137.55,05-23:1000
1716429600,-77.48,-77.48,05-23:1100
1716433200,137.96,137.96,05-23:1200
1716436800,133.18,133.18,05-23:1300
1716440400,137.62,137.62,05-23:1400
1716444000,139.87,139.87,05-23:1500
1716447600,138.35,138.35,05-23:1600
1716451200,153.19,153.41,05-23:1700
1716454800,153.49,153.49,05-23:1800
1716458400,142.99,142.99,05-23:1900
1716462000,154.19,154.19,05-23:2000
1716465600,155.05,155.05,05-23:2100
1716469200,155.13,155.13,05-23:2200
1716472800,155.13,155.13,05-23:2300
1716476400,155.13,155.13,05-24:0000
1716480000,114.71,114.71,05-24:0100
1716483600,98.49,98.49,05-24:0200
1716487200,92.04,92.04,05-24:0300
1716490800,91.0,91.0,05-24:0400
1716494400,90.76,90.76,05-24:0500
1716498000,92.51,92.51,05-24:0600
1716501600,99.21,99.21,05-24:0700
1716505200,101.0,101.0,05-24:0800
1716508800,-2.0,-2.0,05-24:0900
1716512400,-79.06,-79.06,05-24:1000
1716516000,-79.06,-2.0,05-24:1100
1716519600,-79.06,-79.06,05-24:1200
1716523200,-2.0,-2.0,05-24:1300
1716526800,0.0,0.0,05-24:1400
1716530400,144.11,144.11,05-24:1500
1716534000,144.92,144.92,05-24:1600
1716537600,153.76,153.8,05-24:1700
1716541200,153.26,153.28,05-24:1800
1716544800,153.85,153.88,05-24:1900
1716548400,154.47,154.47,05-24:2000
1716552000,155.07,155.07,05-24:2100
1716555600,155.39,155.39,05-24:2200
1716559200,155.39,155.39,05-24:2300
1716562800,155.39,155.39,05-25:0000
1716566400,112.35,112.35,05-25:0100
1716570000,97.74,97.74,05-25:0200
1716573600,91.73,91.73,05-25:0300
1716577200,91.73,91.73,05-25:0400
1716580800,91.73,91.73,05-25:0500
1716584400,92.19,92.19,05-25:0600
1716588000,92.19,92.19,05-25:0700
1716591600,92.49,92.49,05-25:0800
1716595200,-78.27,-78.27,05-25:0900
1716598800,-79.06,-79.06,05-25:1000
1716602400,-79.06,-79.06,05-25:1100
1716606000,-79.06,-79.06,05-25:1200
1716609600,-79.06,-79.06,05-25:1300
1716613200,-2.0,-2.0,05-25:1400
1716616800,110.01,110.01,05-25:1500
1716620400,110.02,110.02,05-25:1600
1716624000,110.09,110.09,05-25:1700
1716627600,104.6,104.6,05-25:1800
1716631200,113.51,113.51,05-25:1900
1716634800,118.84,118.84,05-25:2000
1716638400,114.48,114.48,05-25:2100
1716642000,114.48,114.48,05-25:2200
1716645600,113.89,113.89,05-25:2300
1716649200,109.53,109.53,05-26:0000
1716652800,110.86,110.86,05-26:0100
1716656400,92.35,92.35,05-26:0200
1716660000,83.24,83.24,05-26:0300
1716663600,83.31,83.31,05-26:0400
1716667200,82.72,82.72,05-26:0500
1716670800,83.24,83.24,05-26:0600
1716674400,84.72,84.72,05-26:0700
1716678000,-79.06,-79.06,05-26:0800
1716681600,-79.06,-79.06,05-26:0900
1716685200,-77.94,-77.94,05-26:1000
1716688800,-79.06,-79.06,05-26:1100
1716692400,-79.06,-79.06,05-26:1200
1716696000,-79.06,-79.06,05-26:1300
1716699600,-79.06,-79.06,05-26:1400
1716703200,109.83,109.83,05-26:1500
1716706800,-2.0,-2.0,05-26:1600
1716710400,114.36,114.36,05-26:1700
1716714000,114.45,114.45,05-26:1800
1716717600,114.45,114.45,05-26:1900
1716721200,164.13,164.6,05-26:2000
1716724800,114.83,114.83,05-26:2100
1716728400,114.83,114.83,05-26:2200
1716732000,114.83,114.83,05-26:2300
1716735600,101.3,101.3,05-27:0000
1716739200,91.81,91.81,05-27:0100
1716742800,82.66,82.66,05-27:0200
1716746400,82.66,82.66,05-27:0300
1716750000,81.77,81.77,05-27:0400
1716753600,81.77,81.77,05-27:0500
1716757200,88.62,88.62,05-27:0600
1716760800,95.78,95.78,05-27:0700
1716764400,113.61,113.61,05-27:0800
1716768000,138.08,138.08,05-27:0900
1716771600,-79.06,-79.06,05-27:1000
1716775200,-79.06,-79.06,05-27:1100
1716778800,0.0,0.0,05-27:1200
1716782400,0.0,0.0,05-27:1300
1716786000,142.93,142.93,05-27:1400
1716789600,145.59,145.59,05-27:1500
1716793200,154.25,154.08,05-27:1600
1716796800,157.83,157.83,05-27:1700
1716800400,154.59,154.41,05-27:1800
1716804000,155.07,154.91,05-27:1900
1716807600,155.8,155.67,05-27:2000
1716811200,155.96,155.83,05-27:2100
1716814800,155.83,155.83,05-27:2200
1716818400,155.83,155.83,05-27:2300
1716822000,137.22,137.22,05-28:0000
1716825600,110.7,110.7,05-28:0100
1716829200,112.22,112.22,05-28:0200
1716832800,100.74,100.74,05-28:0300
1716836400,91.58,91.58,05-28:0400
1716840000,-0.79,-0.79,05-28:0500
1716843600,111.72,111.72,05-28:0600
1716847200,-2.0,-2.0,05-28:0700
1716850800,-79.06,-79.06,05-28:0800
1716854400,-0.18,-0.18,05-28:0900
1716858000,-79.06,-79.06,05-28:1000
1716861600,-79.06,-79.06,05-28:1100
1716865200,-79.06,-79.06,05-28:1200
1716868800,-79.06,-79.06,05-28:1300
1716872400,0.0,0.0,05-28:1400
1716876000,140.13,140.13,05-28:1500
1716879600,139.39,139.39,05-28:1600
1716883200,119.37,119.37,05-28:1700
1716886800,159.42,154.63,05-28:1800
1716890400,158.98,155.13,05-28:1900
1716894000,157.76,155.65,05-28:2000
1716897600,158.06,156.21,05-28:2100
1716901200,158.02,156.53,05-28:2200
1716904800,156.72,156.53,05-28:2300
1716908400,154.85,154.85,05-29:0000
1716912000,110.27,110.27,05-29:0100
1716915600,112.13,112.13,05-29:0200
1716919200,101.54,101.54,05-29:0300
1716922800,98.64,98.64,05-29:0400
1716926400,101.69,101.69,05-29:0500
1716930000,111.13,111.13,05-29:0600
1716933600,111.85,111.85,05-29:0700
1716937200,119.27,119.27,05-29:0800
1716940800,137.41,137.41,05-29:0900
1716944400,142.45,142.45,05-29:1000
1716948000,144.2,144.2,05-29:1100
1716951600,143.87,143.87,05-29:1200
1716955200,137.88,137.88,05-29:1300
1716958800,138.55,138.55,05-29:1400
1716962400,144.54,144.54,05-29:1500
1716966000,148.23,145.3,05-29:1600
1716969600,148.62,149.15,05-29:1700
1716973200,150.87,151.39,05-29:1800
1716976800,148.81,149.34,05-29:1900
1716980400,150.65,151.18,05-29:2000
1716984000,150.31,150.83,05-29:2100
1716987600,150.87,151.39,05-29:2200
1716991200,151.93,151.93,05-29:2300
1716994800,147.78,147.78,05-30:0000
1716998400,150.8,149.55,05-30:0100
1717002000,140.36,140.36,05-30:0200
1717005600,138.94,138.94,05-30:0300
1717009200,102.16,102.16,05-30:0400
1717012800,102.16,102.16,05-30:0500
1717016400,138.65,138.65,05-30:0600
1717020000,117.22,117.22,05-30:0700
1717023600,126.43,126.43,05-30:0800
1717027200,143.23,138.84,05-30:0900
1717030800,143.23,143.23,05-30:1000
1717034400,140.54,140.54,05-30:1100
1717038000,143.0,143.0,05-30:1200
1717041600,139.75,139.75,05-30:1300
1717045200,139.74,139.74,05-30:1400
1717048800,139.74,139.74,05-30:1500
1717052400,139.55,139.55,05-30:1600
1717056000,150.69,150.75,05-30:1700
1717059600,150.69,150.75,05-30:1800
1717063200,152.77,152.84,05-30:1900
1717066800,152.75,152.41,05-30:2000
1717070400,151.05,151.69,05-30:2100
1717074000,151.05,151.69,05-30:2200
1717077600,148.07,148.07,05-30:2300
1717081200,148.39,148.39,05-31:0000
1717084800,151.91,151.99,05-31:0100
1717088400,111.57,111.57,05-31:0200
1717092000,149.42,149.51,05-31:0300
1717095600,149.42,149.51,05-31:0400
1717099200,148.99,149.59,05-31:0500
1717102800,111.76,111.76,05-31:0600
1717106400,111.57,111.57,05-31:0700
1717110000,131.55,131.55,05-31:0800
1717113600,151.91,152.6,05-31:0900
1717117200,151.74,152.44,05-31:1000
1717120800,153.13,153.96,05-31:1100
1717124400,-77.94,-77.94,05-31:1200
1717128000,141.48,141.48,05-31:1300
1717131600,142.17,142.17,05-31:1400
1717135200,142.17,142.17,05-31:1500
1717138800,142.17,142.17,05-31:1600
1717142400,144.35,147.17,05-31:1700
